"id","year","expend","revenue","grants"
114,1979,0.0229736,0.018177,0.0054429
114,1980,0.0266307,0.0209142,0.0057304
114,1981,0.0273253,0.0210836,0.0056647
114,1982,0.0288704,0.023431,0.0058859
114,1983,0.0226474,0.0179979,0.0055908
114,1984,0.0215601,0.0179949,0.0047536
114,1985,0.021959,0.0162235,0.0054905
114,1986,0.0208887,0.0159412,0.0053983
114,1987,0.0213267,0.0165892,0.0051345
115,1979,0.0156618,0.0145388,0.0043538
115,1980,0.0169676,0.0120869,0.0045656
115,1981,0.0177103,0.0127321,0.0051158
115,1982,0.0180481,0.0122875,0.0047823
115,1983,0.0142374,0.0098543,0.004608
115,1984,0.0163231,0.0126863,0.0045813
115,1985,0.0146979,0.0116686,0.0046442
115,1986,0.0187262,0.0114199,0.0044024
115,1987,0.017147,0.0117049,0.004478
120,1979,0.0184838,0.0141516,0.0044573
120,1980,0.0191331,0.0143768,0.0047812
120,1981,0.0183667,0.0134865,0.004488
120,1982,0.0175743,0.0144868,0.0044453
120,1983,0.0161189,0.0137483,0.004122
120,1984,0.0166541,0.0120973,0.0040402
120,1985,0.0168847,0.0128326,0.00409
120,1986,0.0166095,0.0119202,0.004186
120,1987,0.0170306,0.0124913,0.0039737
123,1979,0.0250073,0.0201867,0.0053014
123,1980,0.0255251,0.0195138,0.0052895
123,1981,0.0271434,0.0208347,0.0052964
123,1982,0.027985,0.0221759,0.005211
123,1983,0.0202159,0.0153417,0.0052723
123,1984,0.0200153,0.016413,0.0048115
123,1985,0.0216899,0.01769,0.0054034
123,1986,0.0216471,0.0163155,0.0049888
123,1987,0.0267085,0.0219611,0.0051286
125,1979,0.0167595,0.013094,0.0041528
125,1980,0.017293,0.0123338,0.0045735
125,1981,0.016768,0.012931,0.0043864
125,1982,0.0171215,0.013155,0.0042053
125,1983,0.0150811,0.0107631,0.0042052
125,1984,0.0153968,0.011009,0.0041448
125,1985,0.0159064,0.0117504,0.0039209
125,1986,0.0164406,0.0125861,0.0049408
125,1987,0.0169779,0.0120602,0.0044498
126,1979,0.0219676,0.0181674,0.0048689
126,1980,0.0217616,0.0173885,0.0048047
126,1981,0.0222326,0.0182411,0.0044607
126,1982,0.022246,0.0182746,0.0044455
126,1983,0.0187667,0.0149633,0.0045554
126,1984,0.0187814,0.0144672,0.0045471
126,1985,0.0190589,0.0139736,0.0047767
126,1986,0.0194701,0.0140837,0.0047631
126,1987,0.0191126,0.0145366,0.0046701
136,1979,0.0231743,0.0172042,0.0060384
136,1980,0.0245967,0.0173582,0.006536
136,1981,0.0206463,0.0151346,0.005898
136,1982,0.0211217,0.0161283,0.0057188
136,1983,0.0182058,0.0118334,0.0056735
136,1984,0.0179112,0.0123566,0.0055618
136,1985,0.0178823,0.012606,0.0051657
136,1986,0.0185606,0.0129887,0.0052017
136,1987,0.018101,0.0123385,0.0051862
138,1979,0.0193453,0.0148716,0.0053375
138,1980,0.0191195,0.0141446,0.0055588
138,1981,0.0207367,0.015909,0.0053564
138,1982,0.0223942,0.0163147,0.0054142
138,1983,0.0173469,0.0117937,0.0053568
138,1984,0.0174333,0.0128002,0.0050795
138,1985,0.0169316,0.0116849,0.0048706
138,1986,0.0182262,0.0127599,0.00489
138,1987,0.017268,0.0126449,0.0049236
139,1979,0.0194953,0.0152409,0.00518
139,1980,0.019583,0.0125925,0.005586
139,1981,0.019883,0.0147211,0.0062831
139,1982,0.0217389,0.0166368,0.0060952
139,1983,0.0201505,0.0138605,0.0068413
139,1984,0.0192867,0.013488,0.0061746
139,1985,0.0192668,0.0122691,0.0061371
139,1986,0.0187613,0.0117901,0.0063611
139,1987,0.0192023,0.0136853,0.0059216
160,1979,0.0183892,0.0135097,0.0047393
160,1980,0.0187225,0.0140094,0.0048461
160,1981,0.0187404,0.0143453,0.0047351
160,1982,0.0182531,0.0136378,0.00467
160,1983,0.0147415,0.0104118,0.0044672
160,1984,0.0145606,0.0103823,0.0044278
160,1985,0.0142048,0.0099963,0.0045194
160,1986,0.014819,0.0113629,0.0045705
160,1987,0.0158629,0.0106272,0.0047046
162,1979,0.0194371,0.0166595,0.0041089
162,1980,0.0195116,0.0169494,0.0043652
162,1981,0.022762,0.0176323,0.0041579
162,1982,0.0218111,0.0168973,0.004285
162,1983,0.0180309,0.01339,0.0040674
162,1984,0.017621,0.0140771,0.0040454
162,1985,0.018246,0.0142071,0.004078
162,1986,0.0164857,0.0140526,0.0038344
162,1987,0.0192921,0.0181579,0.0040215
163,1979,0.0225435,0.0184278,0.0047099
163,1980,0.0186703,0.0147731,0.0044931
163,1981,0.0191607,0.0160088,0.0046075
163,1982,0.0200525,0.0154452,0.0044964
163,1983,0.0169067,0.0122201,0.0044515
163,1984,0.0174109,0.0133126,0.0044498
163,1985,0.0172377,0.0124814,0.0046116
163,1986,0.0180343,0.0134563,0.0046572
163,1987,0.0186797,0.0132113,0.0045681
180,1979,0.0310347,0.0276293,0.0044812
180,1980,0.0307841,0.0263058,0.0044395
180,1981,0.0329161,0.0291416,0.0044244
180,1982,0.0338833,0.0290965,0.0044848
180,1983,0.0245821,0.0206053,0.0046155
180,1984,0.0247878,0.020263,0.0047331
180,1985,0.0253423,0.0205279,0.004539
180,1986,0.0266035,0.0222837,0.0046663
180,1987,0.0287885,0.024041,0.0047154
181,1979,0.0249773,0.0194171,0.0055475
181,1980,0.0265292,0.0200202,0.0056033
181,1981,0.0297857,0.0227815,0.0050954
181,1982,0.0326425,0.0272192,0.0048723
181,1983,0.0252096,0.0209529,0.0049096
181,1984,0.0252016,0.0215838,0.0051783
181,1985,0.0259637,0.0205718,0.0059083
181,1986,0.0264559,0.0199108,0.0051017
181,1987,0.0251184,0.0200107,0.0052715
182,1979,0.0210212,0.0166287,0.0046307
182,1980,0.0208069,0.015591,0.0047761
182,1981,0.0207503,0.0160273,0.0048289
182,1982,0.0203201,0.0161407,0.0046236
182,1983,0.0166226,0.013248,0.0045093
182,1984,0.0166046,0.0130823,0.0047497
182,1985,0.0167139,0.0119395,0.0046474
182,1986,0.0174146,0.0129245,0.0046214
182,1987,0.0172686,0.0127586,0.0047258
183,1979,0.0255746,0.0230152,0.0032989
183,1980,0.0270374,0.0241117,0.003438
183,1981,0.0271971,0.0241141,0.0035226
183,1982,0.0279353,0.024508,0.003559
183,1983,0.0231017,0.0200013,0.0034951
183,1984,0.0249004,0.0206582,0.0036692
183,1985,0.0272733,0.0225685,0.0035646
183,1986,0.0240473,0.0206297,0.0041849
183,1987,0.022305,0.0200823,0.0038703
184,1979,0.026942,0.0222933,0.0040733
184,1980,0.0267646,0.0228947,0.0039866
184,1981,0.0285038,0.0242126,0.0038162
184,1982,0.0284814,0.0246426,0.0040338
184,1983,0.0221486,0.0183393,0.0038231
184,1984,0.022432,0.0190755,0.0038072
184,1985,0.0255644,0.021184,0.0039178
184,1986,0.0229416,0.0193082,0.003899
184,1987,0.0235917,0.0186347,0.0039476
186,1979,0.0212929,0.0184957,0.0028239
186,1980,0.0211701,0.0165929,0.0038267
186,1981,0.0208916,0.016881,0.0037441
186,1982,0.0205376,0.0168586,0.0036956
186,1983,0.0142792,0.0122328,0.0036586
186,1984,0.0153593,0.0131984,0.0037332
186,1985,0.0173205,0.0134602,0.0038869
186,1986,0.0181425,0.0129097,0.0038572
186,1987,0.0178542,0.0137068,0.0040018
188,1979,0.0210542,0.0170682,0.0042233
188,1980,0.0190429,0.0149044,0.0047101
188,1981,0.0192115,0.0151411,0.0046999
188,1982,0.0198287,0.0153611,0.004886
188,1983,0.0166538,0.0121659,0.0046118
188,1984,0.0172638,0.012548,0.0047286
188,1985,0.0179925,0.0135665,0.0045703
188,1986,0.0188289,0.0131171,0.0046976
188,1987,0.0183987,0.0142811,0.0046735
191,1979,0.0187253,0.0156535,0.004587
191,1980,0.0198788,0.0148208,0.0050529
191,1981,0.0203703,0.0151147,0.0049414
191,1982,0.0201448,0.0150699,0.0051812
191,1983,0.018246,0.0134235,0.0051137
191,1984,0.0192756,0.0140523,0.0051184
191,1985,0.0189383,0.013381,0.0054909
191,1986,0.0199016,0.0145047,0.0059317
191,1987,0.0203592,0.014397,0.005747
192,1979,0.019382,0.016131,0.003888
192,1980,0.018885,0.0154704,0.0042555
192,1981,0.0199732,0.0161732,0.0041376
192,1982,0.020731,0.015624,0.0043013
192,1983,0.0151011,0.0110136,0.0042965
192,1984,0.016302,0.0118988,0.0042633
192,1985,0.016111,0.0111357,0.0042875
192,1986,0.0167023,0.0128955,0.004384
192,1987,0.0175136,0.0125388,0.0043906
305,1979,0.0156352,0.0114385,0.0049514
305,1980,0.0175179,0.0121372,0.0059623
305,1981,0.0173562,0.0115067,0.0061328
305,1982,0.0174848,0.0123928,0.0062195
305,1983,0.0143099,0.0097932,0.006078
305,1984,0.0143426,0.008798,0.0057167
305,1985,0.0153449,0.0102226,0.0055265
305,1986,0.0158922,0.0106177,0.0049026
305,1987,0.0161294,0.011026,0.0049409
319,1979,0.0187154,0.014898,0.0041045
319,1980,0.0182799,0.0141863,0.0037215
319,1981,0.021043,0.0159966,0.0041063
319,1982,0.0189655,0.0158691,0.0041285
319,1983,0.0141955,0.0097587,0.0044368
319,1984,0.0153382,0.0113876,0.0049467
319,1985,0.0160327,0.0108075,0.0048142
319,1986,0.0173673,0.0130384,0.0044526
319,1987,0.0190587,0.0127563,0.0053631
360,1979,0.0162121,0.0121732,0.0046424
360,1980,0.0159807,0.0117022,0.0054332
360,1981,0.0170221,0.0123779,0.0054998
360,1982,0.0188374,0.013578,0.0054422
360,1983,0.0159362,0.0107309,0.0053683
360,1984,0.0165433,0.0114193,0.0055091
360,1985,0.0172128,0.0120596,0.0051836
360,1986,0.0171585,0.011942,0.0052936
360,1987,0.0170732,0.0113215,0.0054436
380,1979,0.0240807,0.0201083,0.0043441
380,1980,0.0269371,0.0216557,0.0044843
380,1981,0.0251563,0.0212891,0.0043819
380,1982,0.0250352,0.0214894,0.0041948
380,1983,0.0219355,0.0186956,0.0041757
380,1984,0.0216044,0.0196381,0.0042306
380,1985,0.0239219,0.0152816,0.0043839
380,1986,0.0253075,0.0193129,0.0048501
380,1987,0.0243107,0.0198511,0.0042243
381,1979,0.020464,0.0154544,0.004179
381,1980,0.0205423,0.0148703,0.0046761
381,1981,0.0224746,0.0164024,0.0054099
381,1982,0.0226221,0.0183088,0.0053575
381,1983,0.0169638,0.0117693,0.0049518
381,1984,0.0178205,0.0117322,0.0050202
381,1985,0.0173661,0.0120353,0.0052938
381,1986,0.017801,0.0134946,0.0049137
381,1987,0.0184368,0.0126067,0.0053582
382,1979,0.0186859,0.0130671,0.0050252
382,1980,0.0175123,0.0133353,0.0052894
382,1981,0.0171622,0.0126492,0.0050123
382,1982,0.0177547,0.0128064,0.0050542
382,1983,0.0163891,0.0114885,0.0052714
382,1984,0.0168117,0.0112732,0.0055637
382,1985,0.0179581,0.0108685,0.0055083
382,1986,0.0183475,0.0106895,0.0053176
382,1987,0.0187784,0.0148713,0.0058497
428,1979,0.0140729,0.0102037,0.0041089
428,1980,0.0139921,0.0114495,0.0043782
428,1981,0.0168848,0.0118456,0.0047493
428,1982,0.0160464,0.0105061,0.0048765
428,1983,0.0141449,0.0101035,0.0050109
428,1984,0.0147389,0.0104996,0.0052388
428,1985,0.0149557,0.0090212,0.0049367
428,1986,0.0157851,0.0102711,0.0049046
428,1987,0.0160607,0.0104884,0.0054011
481,1979,0.0197339,0.0163383,0.0042794
481,1980,0.0194444,0.0142251,0.004155
481,1981,0.020954,0.0167975,0.0042137
481,1982,0.0214669,0.0180883,0.005059
481,1983,0.0184566,0.0137708,0.0051325
481,1984,0.0188905,0.0131291,0.0053459
481,1985,0.0192153,0.0138626,0.0049893
481,1986,0.0207427,0.0161025,0.0049166
481,1987,0.0201699,0.015644,0.00454
482,1979,0.0159295,0.0120276,0.003773
482,1980,0.016098,0.0114556,0.004618
482,1981,0.0166498,0.0131131,0.004467
482,1982,0.017259,0.0137262,0.0047686
482,1983,0.0154914,0.0116121,0.0044637
482,1984,0.0160666,0.010929,0.0048689
482,1985,0.0171696,0.0119456,0.0045101
482,1986,0.0164165,0.0113704,0.0046665
482,1987,0.0170571,0.0125456,0.00476
483,1979,0.0188031,0.0141384,0.0046439
483,1980,0.0187958,0.0147335,0.0052112
483,1981,0.0186168,0.0143254,0.0052047
483,1982,0.0189241,0.0143812,0.0053225
483,1983,0.0165424,0.0114505,0.0050812
483,1984,0.0165089,0.0111661,0.005205
483,1985,0.01652,0.0109646,0.0052377
483,1986,0.0166499,0.011068,0.0053362
483,1987,0.019424,0.013507,0.005763
484,1979,0.022703,0.0180117,0.0049234
484,1980,0.0248449,0.019239,0.0050886
484,1981,0.0230635,0.0185211,0.005259
484,1982,0.0239117,0.019616,0.0050934
484,1983,0.0214807,0.0157505,0.0051889
484,1984,0.0203841,0.0155497,0.005363
484,1985,0.0215153,0.0161847,0.0050519
484,1986,0.0221229,0.0165269,0.0048816
484,1987,0.0223527,0.0166996,0.005052
486,1979,0.0171871,0.0149071,0.0040046
486,1980,0.0176578,0.0136631,0.0042381
486,1981,0.0186141,0.0144518,0.0045144
486,1982,0.0177951,0.0142516,0.0045315
486,1983,0.0149381,0.0111801,0.0042788
486,1984,0.015772,0.0107337,0.0045388
486,1985,0.0159803,0.0112026,0.0041713
486,1986,0.0152689,0.0110565,0.0042085
486,1987,0.0161321,0.0113534,0.0044701
509,1979,0.0145436,0.0106093,0.0045856
509,1980,0.0144041,0.0108742,0.0047382
509,1981,0.0156914,0.0107851,0.0053385
509,1982,0.0164521,0.0110951,0.0052165
509,1983,0.0144606,0.0083185,0.0053674
509,1984,0.0134676,0.0086277,0.005594
509,1985,0.0147233,0.0085153,0.0053781
509,1986,0.0151494,0.0105635,0.0052343
509,1987,0.0152999,0.0116469,0.0054566
512,1979,0.0139631,0.009957,0.0041617
512,1980,0.0172399,0.01409,0.0046402
512,1981,0.0162629,0.0102453,0.0047215
512,1982,0.0157996,0.0113746,0.0055596
512,1983,0.0130307,0.0101034,0.0048444
512,1984,0.0143252,0.0097224,0.0049474
512,1985,0.0140106,0.0095874,0.0046779
512,1986,0.0160199,0.0101724,0.0049428
512,1987,0.0156127,0.0108303,0.0055116
513,1979,0.0146168,0.0100167,0.0037837
513,1980,0.0141294,0.010549,0.0043623
513,1981,0.0153476,0.0102529,0.0050693
513,1982,0.0150408,0.0100549,0.0048434
513,1983,0.0135682,0.0084512,0.0049189
513,1984,0.0139404,0.0089327,0.0048515
513,1985,0.015047,0.0096024,0.0049893
513,1986,0.0147617,0.0097846,0.0050714
513,1987,0.017063,0.0105335,0.0055285
560,1979,0.0174439,0.0118676,0.0039749
560,1980,0.0161918,0.0118756,0.0042662
560,1981,0.0185627,0.0145203,0.0050182
560,1982,0.0172164,0.0120019,0.0052145
560,1983,0.014655,0.0094395,0.0051957
560,1984,0.0157238,0.010782,0.00526
560,1985,0.0150696,0.0097676,0.0052841
560,1986,0.0159554,0.0105408,0.0057372
560,1987,0.0195261,0.0129295,0.0059205
561,1979,0.0151923,0.0113393,0.0038013
561,1980,0.0152159,0.0111228,0.0042972
561,1981,0.015505,0.0115168,0.0047379
561,1982,0.0161132,0.0105947,0.0045186
561,1983,0.0146251,0.0094498,0.0047161
561,1984,0.0146641,0.009948,0.0049407
561,1985,0.0142757,0.0094199,0.004777
561,1986,0.0150985,0.0108351,0.0043761
561,1987,0.0169081,0.0115279,0.0048466
562,1979,0.0199305,0.0151158,0.0043426
562,1980,0.0192068,0.0146959,0.0045936
562,1981,0.0195181,0.0151759,0.0046868
562,1982,0.0196442,0.0148133,0.0047649
562,1983,0.0149761,0.0104437,0.0049983
562,1984,0.0154673,0.0104124,0.0050771
562,1985,0.016013,0.010664,0.0049206
562,1986,0.0174662,0.0127943,0.0049339
562,1987,0.0175164,0.0124906,0.0049245
563,1979,0.0187205,0.0136199,0.0046618
563,1980,0.0176339,0.0112933,0.0051892
563,1981,0.0183762,0.0133408,0.0055563
563,1982,0.0192007,0.0136952,0.0057246
563,1983,0.0170556,0.0117979,0.0058545
563,1984,0.0161443,0.0097486,0.0062286
563,1985,0.0159422,0.0105068,0.0061176
563,1986,0.0175668,0.0114864,0.0069179
563,1987,0.0164235,0.0113937,0.0066075
580,1979,0.0187347,0.014264,0.0043795
580,1980,0.0184265,0.0139558,0.0042826
580,1981,0.0194071,0.0145476,0.0044543
580,1982,0.0183626,0.0146778,0.0044429
580,1983,0.0151545,0.0103479,0.0046834
580,1984,0.0151139,0.0108382,0.004478
580,1985,0.0159308,0.010389,0.0047551
580,1986,0.0163054,0.0119467,0.0047643
580,1987,0.0172631,0.010705,0.0046264
581,1979,0.0246182,0.0202347,0.0044652
581,1980,0.0243524,0.0205937,0.0046966
581,1981,0.0249907,0.021105,0.00486
581,1982,0.0270947,0.0226063,0.0050529
581,1983,0.0234896,0.0190062,0.0053047
581,1984,0.0224323,0.0227316,0.0056904
581,1985,0.0279049,0.0228384,0.0053742
581,1986,0.0273534,0.0218511,0.005437
581,1987,0.031237,0.0260981,0.00541
582,1979,0.0163861,0.0137619,0.0040584
582,1980,0.0165382,0.0121922,0.004372
582,1981,0.0180426,0.0129362,0.0048833
582,1982,0.0167934,0.0117395,0.0048844
582,1983,0.0146848,0.0099551,0.004949
582,1984,0.0142731,0.0095479,0.0049116
582,1985,0.0150637,0.0098817,0.005207
582,1986,0.0165941,0.0102445,0.0051881
582,1987,0.0171099,0.0115343,0.0057892
586,1979,0.0186935,0.0141684,0.0051955
586,1980,0.018683,0.0142339,0.0052001
586,1981,0.0211047,0.0145247,0.0057272
586,1982,0.017474,0.0115886,0.0059716
586,1983,0.0158532,0.009658,0.0055396
586,1984,0.0153996,0.0104948,0.00559
586,1985,0.0162935,0.0103671,0.0054901
586,1986,0.0166393,0.0108564,0.0055378
586,1987,0.0170775,0.0112153,0.0058658
604,1979,0.0149458,0.0124097,0.0043336
604,1980,0.0145827,0.0101239,0.0051696
604,1981,0.0148456,0.0103018,0.0052292
604,1982,0.0166308,0.0106293,0.00564
604,1983,0.0140892,0.0090797,0.0054544
604,1984,0.0145869,0.0090721,0.0054526
604,1985,0.0139663,0.0086703,0.0054721
604,1986,0.0162222,0.0111796,0.0052088
604,1987,0.0152387,0.0098059,0.0058486
617,1979,0.0148208,0.0130331,0.0036139
617,1980,0.0168948,0.0146665,0.0042237
617,1981,0.0189368,0.0156221,0.0039538
617,1982,0.0211783,0.014554,0.0045412
617,1983,0.0143846,0.0116483,0.0043601
617,1984,0.0144006,0.0110599,0.004307
617,1985,0.0156932,0.0113241,0.0043357
617,1986,0.0157872,0.0116321,0.0041863
617,1987,0.0153923,0.0115942,0.0043378
662,1979,0.018465,0.0145395,0.0038424
662,1980,0.0172977,0.0138423,0.0039386
662,1981,0.0176041,0.0141636,0.0037808
662,1982,0.0177359,0.0139905,0.004719
662,1983,0.0137905,0.0100103,0.0044675
662,1984,0.0144165,0.0098771,0.004566
662,1985,0.0139793,0.0099393,0.004379
662,1986,0.0151205,0.0105696,0.0042352
662,1987,0.0164933,0.0113515,0.0045691
665,1979,0.0171938,0.0138683,0.0036369
665,1980,0.0169922,0.013293,0.0038812
665,1981,0.0164582,0.0134931,0.0046532
665,1982,0.017994,0.0140809,0.0045293
665,1983,0.0150542,0.0100738,0.0047257
665,1984,0.0152616,0.0111267,0.005031
665,1985,0.0159004,0.0108423,0.0047743
665,1986,0.0167898,0.0111378,0.0050821
665,1987,0.0174204,0.012035,0.0053931
680,1979,0.0198586,0.016624,0.0039428
680,1980,0.019904,0.0150695,0.0044733
680,1981,0.0210221,0.0174167,0.0044477
680,1982,0.0222206,0.0172636,0.0045089
680,1983,0.0184377,0.014041,0.0045364
680,1984,0.0195453,0.0141808,0.0046201
680,1985,0.0206427,0.0157226,0.0047801
680,1986,0.0208211,0.0157769,0.0046161
680,1987,0.0235103,0.0195728,0.004809
682,1979,0.0190404,0.014944,0.0043401
682,1980,0.0186795,0.0146008,0.004262
682,1981,0.0193542,0.0144785,0.0043236
682,1982,0.0193281,0.0150338,0.0046258
682,1983,0.0181873,0.014168,0.0045852
682,1984,0.0164131,0.011435,0.0047746
682,1985,0.0184351,0.0132569,0.0049521
682,1986,0.0195151,0.0137642,0.005394
682,1987,0.0195979,0.0134658,0.0054757
683,1979,0.0180321,0.0148748,0.0042579
683,1980,0.0175975,0.0138221,0.004294
683,1981,0.0179896,0.0139303,0.004392
683,1982,0.0181145,0.0141352,0.0044229
683,1983,0.0155947,0.0109512,0.0044819
683,1984,0.0152235,0.0108437,0.0045314
683,1985,0.0152893,0.0109456,0.0046227
683,1986,0.0164311,0.0111161,0.0047729
683,1987,0.0167599,0.0118649,0.004937
684,1979,0.0144157,0.0115779,0.0041289
684,1980,0.0152966,0.0115594,0.0041594
684,1981,0.0155782,0.01211,0.0040253
684,1982,0.0156489,0.0113014,0.0046113
684,1983,0.0128397,0.0086342,0.0046036
684,1984,0.0128659,0.0086966,0.0048764
684,1985,0.0142757,0.0093662,0.0049181
684,1986,0.0145199,0.0094408,0.0052357
684,1987,0.0161654,0.0103548,0.005482
685,1979,0.0175217,0.0143635,0.0043644
685,1980,0.0174124,0.0128977,0.0045249
685,1981,0.0169901,0.0134206,0.0044642
685,1982,0.0178254,0.0130943,0.0048837
685,1983,0.0149576,0.010883,0.004594
685,1984,0.0151873,0.0105908,0.0045129
685,1985,0.0156629,0.0099007,0.0045803
685,1986,0.0165091,0.0119309,0.0049199
685,1987,0.0170163,0.0109234,0.0055846
686,1979,0.0187788,0.0145176,0.0042428
686,1980,0.0180711,0.0132149,0.0044995
686,1981,0.0194033,0.0162675,0.0046702
686,1982,0.0192168,0.0140808,0.0047627
686,1983,0.0167197,0.0114967,0.0045898
686,1984,0.0175298,0.0128346,0.0053532
686,1985,0.0170859,0.0115552,0.0049923
686,1986,0.0176579,0.0135998,0.0052328
